country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Barbados,1986,female,55-74 years,,19000,,1556321742
Barbados,1986,female,75+ years,,7000,,1556321742
Barbados,1986,male,5-14 years,,24100,,1556321742
Barbados,1986,male,55-74 years,,13000,,1556321742
Barbados,1986,male,75+ years,,4000,,1556321742
Barbados,1987,female,35-54 years,2,24400,,1713771321
Barbados,1987,male,55-74 years,1,13000,,1713771321
Barbados,1987,male,35-54 years,1,20200,,1713771321
Barbados,1987,male,25-34 years,1,22200,,1713771321
Barbados,1987,male,5-14 years,1,24300,,1713771321
Barbados,1987,female,15-24 years,,26400,,1713771321
Barbados,1987,female,25-34 years,,22200,,1713771321
Barbados,1987,female,5-14 years,,24300,,1713771321
Barbados,1987,female,55-74 years,,19300,,1713771321
Barbados,1987,female,75+ years,,7000,,1713771321
Barbados,1987,male,15-24 years,,26400,,1713771321
Barbados,1987,male,75+ years,,4000,,1713771321
Barbados,1988,male,25-34 years,5,22400,,1822815594
Barbados,1988,male,35-54 years,3,20400,,1822815594
Barbados,1988,male,55-74 years,1,13100,,1822815594
Barbados,1988,male,15-24 years,2,26400,,1822815594
Barbados,1988,female,55-74 years,1,19400,,1822815594
Barbados,1988,female,15-24 years,,26400,,1822815594
Barbados,1988,female,25-34 years,,22400,,1822815594
Barbados,1988,female,35-54 years,,24400,,1822815594
Barbados,1988,female,5-14 years,,24400,,1822815594
Barbados,1988,female,75+ years,,7100,,1822815594
Barbados,1988,male,5-14 years,,24400,,1822815594
Barbados,1988,male,75+ years,,4000,,1822815594
Barbados,1989,male,35-54 years,6,23000,,2015731029
Barbados,1989,male,55-74 years,2,14000,,2015731029
Barbados,1989,male,15-24 years,3,25000,,2015731029
Barbados,1989,female,25-34 years,2,23000,,2015731029
Barbados,1989,female,15-24 years,2,24000,,2015731029
Barbados,1989,male,25-34 years,1,24000,,2015731029
Barbados,1989,female,35-54 years,,26000,,2015731029
Barbados,1989,female,5-14 years,,22000,,2015731029
Barbados,1989,female,55-74 years,,20000,,2015731029
Barbados,1989,female,75+ years,,8000,,2015731029
Barbados,1989,male,5-14 years,,22000,,2015731029
Barbados,1989,male,75+ years,,5000,,2015731029
Barbados,1990,male,75+ years,3,5000,0.716,2023318252
Barbados,1990,male,35-54 years,5,24000,0.716,2023318252
Barbados,1990,male,55-74 years,2,13000,0.716,2023318252
Barbados,1990,male,25-34 years,2,24000,0.716,2023318252
Barbados,1990,female,35-54 years,2,26000,0.716,2023318252
Barbados,1990,female,55-74 years,1,20000,0.716,2023318252
Barbados,1990,male,15-24 years,1,25000,0.716,2023318252
Barbados,1990,female,15-24 years,,24000,0.716,2023318252
Barbados,1990,female,25-34 years,,23000,0.716,2023318252
Barbados,1990,female,5-14 years,,22000,0.716,2023318252
Barbados,1990,female,75+ years,,9000,0.716,2023318252
Barbados,1990,male,5-14 years,,22000,0.716,2023318252
Barbados,1991,male,35-54 years,5,25000,,2007109829
Barbados,1991,male,25-34 years,4,23000,,2007109829
Barbados,1991,female,55-74 years,3,20000,,2007109829
Barbados,1991,male,15-24 years,3,24000,,2007109829
Barbados,1991,male,55-74 years,1,13000,,2007109829
Barbados,1991,female,25-34 years,1,23000,,2007109829
Barbados,1991,female,15-24 years,,24000,,2007109829
Barbados,1991,female,35-54 years,,28000,,2007109829
Barbados,1991,female,5-14 years,,20000,,2007109829
Barbados,1991,female,75+ years,,9000,,2007109829
Barbados,1991,male,5-14 years,,22000,,2007109829
Barbados,1991,male,75+ years,,6000,,2007109829
Barbados,1992,male,35-54 years,5,26000,,1950900000
Barbados,1992,male,25-34 years,4,23000,,1950900000
Barbados,1992,male,55-74 years,2,14000,,1950900000
Barbados,1992,female,55-74 years,1,20000,,1950900000
Barbados,1992,female,25-34 years,1,24000,,1950900000
Barbados,1992,female,35-54 years,1,29000,,1950900000
Barbados,1992,female,15-24 years,,24000,,1950900000
Barbados,1992,female,5-14 years,,20000,,1950900000
Barbados,1992,female,75+ years,,9000,,1950900000
Barbados,1992,male,15-24 years,,24000,,1950900000
Barbados,1992,male,5-14 years,,21000,,1950900000
Barbados,1992,male,75+ years,,6000,,1950900000
Barbados,1993,male,55-74 years,3,13700,,2046189032
Barbados,1993,male,15-24 years,5,23400,,2046189032
Barbados,1993,male,75+ years,1,5300,,2046189032
Barbados,1993,male,25-34 years,3,23900,,2046189032
Barbados,1993,male,35-54 years,3,27400,,2046189032
Barbados,1993,female,55-74 years,1,18900,,2046189032
Barbados,1993,female,15-24 years,,22900,,2046189032
Barbados,1993,female,25-34 years,,23100,,2046189032
Barbados,1993,female,35-54 years,,29600,,2046189032
Barbados,1993,female,5-14 years,,20700,,2046189032
Barbados,1993,female,75+ years,,9600,,2046189032
Barbados,1993,male,5-14 years,,21100,,2046189032
Barbados,1994,male,55-74 years,3,13500,,2151295182
Barbados,1994,male,35-54 years,5,28600,,2151295182
Barbados,1994,female,55-74 years,2,18800,,2151295182
Barbados,1994,male,5-14 years,1,21100,,2151295182
Barbados,1994,female,25-34 years,1,22900,,2151295182
Barbados,1994,male,15-24 years,1,22900,,2151295182
Barbados,1994,female,35-54 years,1,30700,,2151295182
Barbados,1994,female,15-24 years,,22500,,2151295182
Barbados,1994,female,5-14 years,,20500,,2151295182
Barbados,1994,female,75+ years,,9700,,2151295182
Barbados,1994,male,25-34 years,,23800,,2151295182
Barbados,1994,male,75+ years,,5300,,2151295182
Barbados,1995,male,25-34 years,7,23600,0.731,2261969870
Barbados,1995,male,35-54 years,3,30000,0.731,2261969870
Barbados,1995,female,15-24 years,2,22000,0.731,2261969870
Barbados,1995,male,55-74 years,1,13400,0.731,2261969870
Barbados,1995,female,35-54 years,2,31800,0.731,2261969870
Barbados,1995,female,55-74 years,1,18700,0.731,2261969870
Barbados,1995,male,15-24 years,1,22500,0.731,2261969870
Barbados,1995,female,25-34 years,,22700,0.731,2261969870
Barbados,1995,female,5-14 years,,20400,0.731,2261969870
Barbados,1995,female,75+ years,,9800,0.731,2261969870
Barbados,1995,male,5-14 years,,21000,0.731,2261969870
Barbados,1995,male,75+ years,,5300,0.731,2261969870
Barbados,2000,male,25-34 years,4,20974,0.753,3121500000
Barbados,2000,male,35-54 years,3,37000,0.753,3121500000
Barbados,2000,male,15-24 years,1,20032,0.753,3121500000
Barbados,2000,female,35-54 years,2,40354,0.753,3121500000
Barbados,2000,female,15-24 years,,19594,0.753,3121500000
Barbados,2000,female,25-34 years,,21656,0.753,3121500000
Barbados,2000,female,5-14 years,,19999,0.753,3121500000
Barbados,2000,female,55-74 years,,20755,0.753,3121500000
Barbados,2000,female,75+ years,,8653,0.753,3121500000
Barbados,2000,male,5-14 years,,20504,0.753,3121500000
Barbados,2000,male,55-74 years,,16361,0.753,3121500000
Barbados,2000,male,75+ years,,5251,0.753,3121500000
Barbados,2001,male,55-74 years,1,16682,,3116650000
Barbados,2001,male,35-54 years,1,37608,,3116650000
Barbados,2001,female,15-24 years,,19589,,3116650000
Barbados,2001,female,25-34 years,,21392,,3116650000
Barbados,2001,female,35-54 years,,41070,,3116650000
Barbados,2001,female,5-14 years,,19856,,3116650000
Barbados,2001,female,55-74 years,,20967,,3116650000
Barbados,2001,female,75+ years,,8830,,3116650000
Barbados,2001,male,15-24 years,,19949,,3116650000
Barbados,2001,male,25-34 years,,20762,,3116650000
Barbados,2001,male,5-14 years,,20312,,3116650000
Barbados,2001,male,75+ years,,5389,,3116650000
Barbados,2002,female,15-24 years,,19595,,3169600000
Barbados,2002,female,25-34 years,,21133,,3169600000
Barbados,2002,female,35-54 years,,41563,,3169600000
Barbados,2002,female,5-14 years,,19674,,3169600000
Barbados,2002,female,55-74 years,,21258,,3169600000
Barbados,2002,female,75+ years,,9003,,3169600000
Barbados,2002,male,15-24 years,,19863,,3169600000
Barbados,2002,male,25-34 years,,20535,,3169600000
Barbados,2002,male,35-54 years,,38009,,3169600000
Barbados,2002,male,5-14 years,,20106,,3169600000
Barbados,2002,male,55-74 years,,17104,,3169600000
Barbados,2002,male,75+ years,,5510,,3169600000
Barbados,2003,female,15-24 years,,19594,,3274850000
Barbados,2003,female,25-34 years,,20882,,3274850000
Barbados,2003,female,35-54 years,,41911,,3274850000
Barbados,2003,female,5-14 years,,19479,,3274850000
Barbados,2003,female,55-74 years,,21643,,3274850000
Barbados,2003,female,75+ years,,9139,,3274850000
Barbados,2003,male,15-24 years,,19769,,3274850000
Barbados,2003,male,25-34 years,,20309,,3274850000
Barbados,2003,male,35-54 years,,38276,,3274850000
Barbados,2003,male,5-14 years,,19901,,3274850000
