,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year,suicide_person,generation
335,Antigua and Barbuda,1990,male,75+ years,0,758,,459469074,0.0,G. I. Generation
336,Antigua and Barbuda,1991,female,15-24 years,0,6595,,481706333,0.0,Generation X
337,Antigua and Barbuda,1991,female,25-34 years,0,6396,,481706333,0.0,Generation X
338,Antigua and Barbuda,1991,female,35-54 years,0,6198,,481706333,0.0,Boomers
339,Antigua and Barbuda,1991,female,05-14 years,0,7089,,481706333,0.0,Millenials
340,Antigua and Barbuda,1991,female,55-74 years,0,3665,,481706333,0.0,Silent
341,Antigua and Barbuda,1991,female,75+ years,0,1293,,481706333,0.0,G. I. Generation
342,Antigua and Barbuda,1991,male,15-24 years,0,6401,,481706333,0.0,Generation X
343,Antigua and Barbuda,1991,male,25-34 years,0,6156,,481706333,0.0,Generation X
344,Antigua and Barbuda,1991,male,35-54 years,0,6122,,481706333,0.0,Boomers
345,Antigua and Barbuda,1991,male,05-14 years,0,6818,,481706333,0.0,Millenials
346,Antigua and Barbuda,1991,male,55-74 years,0,2857,,481706333,0.0,Silent
347,Antigua and Barbuda,1991,male,75+ years,0,804,,481706333,0.0,G. I. Generation
348,Antigua and Barbuda,1992,female,15-24 years,0,6369,,499281148,0.0,Generation X
349,Antigua and Barbuda,1992,female,25-34 years,0,6650,,499281148,0.0,Generation X
350,Antigua and Barbuda,1992,female,35-54 years,0,6534,,499281148,0.0,Boomers
351,Antigua and Barbuda,1992,female,05-14 years,0,7311,,499281148,0.0,Millenials
352,Antigua and Barbuda,1992,female,55-74 years,0,3648,,499281148,0.0,Silent
353,Antigua and Barbuda,1992,female,75+ years,0,1339,,499281148,0.0,G. I. Generation
354,Antigua and Barbuda,1992,male,15-24 years,0,6221,,499281148,0.0,Generation X
355,Antigua and Barbuda,1992,male,25-34 years,0,6409,,499281148,0.0,Generation X
356,Antigua and Barbuda,1992,male,35-54 years,0,6497,,499281148,0.0,Boomers
357,Antigua and Barbuda,1992,male,05-14 years,0,7059,,499281148,0.0,Millenials
358,Antigua and Barbuda,1992,male,55-74 years,0,2851,,499281148,0.0,Silent
359,Antigua and Barbuda,1992,male,75+ years,0,853,,499281148,0.0,G. I. Generation
360,Antigua and Barbuda,1993,male,25-34 years,1,6668,,535172778,14.997000599880025,Generation X
361,Antigua and Barbuda,1993,female,15-24 years,0,6182,,535172778,0.0,Generation X
362,Antigua and Barbuda,1993,female,25-34 years,0,6914,,535172778,0.0,Generation X
363,Antigua and Barbuda,1993,female,35-54 years,0,6917,,535172778,0.0,Boomers
364,Antigua and Barbuda,1993,female,05-14 years,0,7529,,535172778,0.0,Millenials
365,Antigua and Barbuda,1993,female,55-74 years,0,3662,,535172778,0.0,Silent
366,Antigua and Barbuda,1993,female,75+ years,0,1386,,535172778,0.0,G. I. Generation
367,Antigua and Barbuda,1993,male,15-24 years,0,6069,,535172778,0.0,Generation X
368,Antigua and Barbuda,1993,male,35-54 years,0,6915,,535172778,0.0,Boomers
369,Antigua and Barbuda,1993,male,05-14 years,0,7298,,535172778,0.0,Millenials
370,Antigua and Barbuda,1993,male,55-74 years,0,2879,,535172778,0.0,Silent
371,Antigua and Barbuda,1993,male,75+ years,0,896,,535172778,0.0,G. I. Generation
372,Antigua and Barbuda,1994,female,15-24 years,0,6083,,589429593,0.0,Generation X
373,Antigua and Barbuda,1994,female,25-34 years,0,7151,,589429593,0.0,Generation X
374,Antigua and Barbuda,1994,female,35-54 years,0,7357,,589429593,0.0,Boomers
375,Antigua and Barbuda,1994,female,05-14 years,0,7722,,589429593,0.0,Millenials
376,Antigua and Barbuda,1994,female,55-74 years,0,3715,,589429593,0.0,Silent
377,Antigua and Barbuda,1994,female,75+ years,0,1437,,589429593,0.0,G. I. Generation
378,Antigua and Barbuda,1994,male,15-24 years,0,5976,,589429593,0.0,Generation X
379,Antigua and Barbuda,1994,male,25-34 years,0,6886,,589429593,0.0,Generation X
380,Antigua and Barbuda,1994,male,35-54 years,0,7359,,589429593,0.0,Boomers
381,Antigua and Barbuda,1994,male,05-14 years,0,7494,,589429593,0.0,Millenials
382,Antigua and Barbuda,1994,male,55-74 years,0,2935,,589429593,0.0,Silent
383,Antigua and Barbuda,1994,male,75+ years,0,929,,589429593,0.0,G. I. Generation
384,Antigua and Barbuda,1995,female,15-24 years,0,6099,,577280741,0.0,Generation X
385,Antigua and Barbuda,1995,female,25-34 years,0,7333,,577280741,0.0,Generation X
386,Antigua and Barbuda,1995,female,35-54 years,0,7851,,577280741,0.0,Boomers
387,Antigua and Barbuda,1995,female,05-14 years,0,7885,,577280741,0.0,Millenials
388,Antigua and Barbuda,1995,female,55-74 years,0,3808,,577280741,0.0,Silent
389,Antigua and Barbuda,1995,female,75+ years,0,1488,,577280741,0.0,G. I. Generation
390,Antigua and Barbuda,1995,male,15-24 years,0,5953,,577280741,0.0,Generation X
391,Antigua and Barbuda,1995,male,25-34 years,0,7023,,577280741,0.0,Generation X
392,Antigua and Barbuda,1995,male,35-54 years,0,7809,,577280741,0.0,Boomers
393,Antigua and Barbuda,1995,male,05-14 years,0,7632,,577280741,0.0,Millenials
394,Antigua and Barbuda,1995,male,55-74 years,0,3021,,577280741,0.0,Silent
395,Antigua and Barbuda,1995,male,75+ years,0,944,,577280741,0.0,G. I. Generation
396,Antigua and Barbuda,1998,female,15-24 years,0,6529,,727860593,0.0,Millenials
397,Antigua and Barbuda,1998,female,25-34 years,0,8332,,727860593,0.0,Generation X
398,Antigua and Barbuda,1998,female,35-54 years,0,9615,,727860593,0.0,Boomers
399,Antigua and Barbuda,1998,female,05-14 years,0,8183,,727860593,0.0,Millenials
400,Antigua and Barbuda,1998,female,55-74 years,0,3921,,727860593,0.0,Silent
401,Antigua and Barbuda,1998,female,75+ years,0,1476,,727860593,0.0,G. I. Generation
402,Antigua and Barbuda,1998,male,15-24 years,0,5916,,727860593,0.0,Millenials
403,Antigua and Barbuda,1998,male,25-34 years,0,7294,,727860593,0.0,Generation X
404,Antigua and Barbuda,1998,male,35-54 years,0,9086,,727860593,0.0,Boomers
405,Antigua and Barbuda,1998,male,05-14 years,0,7706,,727860593,0.0,Millenials
406,Antigua and Barbuda,1998,male,55-74 years,0,3213,,727860593,0.0,Silent
407,Antigua and Barbuda,1998,male,75+ years,0,954,,727860593,0.0,G. I. Generation
408,Antigua and Barbuda,1999,female,15-24 years,0,6589,,766198926,0.0,Millenials
409,Antigua and Barbuda,1999,female,25-34 years,0,8526,,766198926,0.0,Generation X
410,Antigua and Barbuda,1999,female,35-54 years,0,10311,,766198926,0.0,Boomers
411,Antigua and Barbuda,1999,female,05-14 years,0,8314,,766198926,0.0,Millenials
412,Antigua and Barbuda,1999,female,55-74 years,0,3968,,766198926,0.0,Silent
413,Antigua and Barbuda,1999,female,75+ years,0,1451,,766198926,0.0,G. I. Generation
414,Antigua and Barbuda,1999,male,15-24 years,0,5845,,766198926,0.0,Millenials
415,Antigua and Barbuda,1999,male,25-34 years,0,7263,,766198926,0.0,Generation X
416,Antigua and Barbuda,1999,male,35-54 years,0,9537,,766198926,0.0,Boomers
417,Antigua and Barbuda,1999,male,05-14 years,0,7805,,766198926,0.0,Millenials
418,Antigua and Barbuda,1999,male,55-74 years,0,3276,,766198926,0.0,Silent
419,Antigua and Barbuda,1999,male,75+ years,0,947,,766198926,0.0,G. I. Generation
420,Antigua and Barbuda,2000,male,55-74 years,1,3333,,830158778,30.003000300030003,Silent
421,Antigua and Barbuda,2000,male,35-54 years,1,10033,,830158778,9.96710854181202,Generation X
422,Antigua and Barbuda,2000,female,15-24 years,0,6616,,830158778,0.0,Millenials
423,Antigua and Barbuda,2000,female,25-34 years,0,8595,,830158778,0.0,Generation X
424,Antigua and Barbuda,2000,female,35-54 years,0,11040,,830158778,0.0,Generation X
425,Antigua and Barbuda,2000,female,05-14 years,0,8439,,830158778,0.0,Millenials
426,Antigua and Barbuda,2000,female,55-74 years,0,3986,,830158778,0.0,Silent
427,Antigua and Barbuda,2000,female,75+ years,0,1413,,830158778,0.0,G. I. Generation
428,Antigua and Barbuda,2000,male,15-24 years,0,5783,,830158778,0.0,Millenials
429,Antigua and Barbuda,2000,male,25-34 years,0,7177,,830158778,0.0,Generation X
430,Antigua and Barbuda,2000,male,05-14 years,0,7973,,830158778,0.0,Millenials
431,Antigua and Barbuda,2000,male,75+ years,0,938,,830158778,0.0,G. I. Generation
432,Antigua and Barbuda,2001,male,35-54 years,2,10281,,800740259,19.45336056803813,Generation X
433,Antigua and Barbuda,2001,female,15-24 years,0,6902,,800740259,0.0,Millenials
434,Antigua and Barbuda,2001,female,25-34 years,0,8425,,800740259,0.0,Generation X
435,Antigua and Barbuda,2001,female,35-54 years,0,11402,,800740259,0.0,Generation X
436,Antigua and Barbuda,2001,female,05-14 years,0,8428,,800740259,0.0,Generation Z
437,Antigua and Barbuda,2001,female,55-74 years,0,4037,,800740259,0.0,Boomers
438,Antigua and Barbuda,2001,female,75+ years,0,1487,,800740259,0.0,G. I. Generation
439,Antigua and Barbuda,2001,male,15-24 years,0,6084,,800740259,0.0,Millenials
440,Antigua and Barbuda,2001,male,25-34 years,0,7071,,800740259,0.0,Generation X
441,Antigua and Barbuda,2001,male,05-14 years,0,7958,,800740259,0.0,Generation Z
442,Antigua and Barbuda,2001,male,55-74 years,0,3442,,800740259,0.0,Boomers
443,Antigua and Barbuda,2001,male,75+ years,0,980,,800740259,0.0,G. I. Generation
444,Antigua and Barbuda,2002,female,15-24 years,0,7196,,814615333,0.0,Millenials
445,Antigua and Barbuda,2002,female,25-34 years,0,8155,,814615333,0.0,Generation X
446,Antigua and Barbuda,2002,female,35-54 years,0,11760,,814615333,0.0,Generation X
447,Antigua and Barbuda,2002,female,05-14 years,0,8408,,814615333,0.0,Generation Z
448,Antigua and Barbuda,2002,female,55-74 years,0,4050,,814615333,0.0,Boomers
449,Antigua and Barbuda,2002,female,75+ years,0,1547,,814615333,0.0,G. I. Generation
450,Antigua and Barbuda,2002,male,15-24 years,0,6416,,814615333,0.0,Millenials
451,Antigua and Barbuda,2002,male,25-34 years,0,6921,,814615333,0.0,Generation X
452,Antigua and Barbuda,2002,male,35-54 years,0,10604,,814615333,0.0,Generation X
453,Antigua and Barbuda,2002,male,05-14 years,0,7980,,814615333,0.0,Generation Z
454,Antigua and Barbuda,2002,male,55-74 years,0,3527,,814615333,0.0,Boomers
455,Antigua and Barbuda,2002,male,75+ years,0,1024,,814615333,0.0,G. I. Generation
456,Antigua and Barbuda,2003,male,55-74 years,1,3594,,855643111,27.824151363383418,Boomers
457,Antigua and Barbuda,2003,female,15-24 years,0,7454,,855643111,0.0,Millenials
458,Antigua and Barbuda,2003,female,25-34 years,0,7831,,855643111,0.0,Generation X
459,Antigua and Barbuda,2003,female,35-54 years,0,12129,,855643111,0.0,Generation X
460,Antigua and Barbuda,2003,female,05-14 years,0,8423,,855643111,0.0,Generation Z
461,Antigua and Barbuda,2003,female,55-74 years,0,4054,,855643111,0.0,Boomers
462,Antigua and Barbuda,2003,female,75+ years,0,1583,,855643111,0.0,Silent
463,Antigua and Barbuda,2003,male,15-24 years,0,6730,,855643111,0.0,Millenials
464,Antigua and Barbuda,2003,male,25-34 years,0,6734,,855643111,0.0,Generation X
465,Antigua and Barbuda,2003,male,35-54 years,0,10997,,855643111,0.0,Generation X
466,Antigua and Barbuda,2003,male,05-14 years,0,8061,,855643111,0.0,Generation Z
467,Antigua and Barbuda,2003,male,75+ years,0,1068,,855643111,0.0,Silent
468,Antigua and Barbuda,2004,male,55-74 years,1,3665,,919577148,27.285129604365622,Boomers
469,Antigua and Barbuda,2004,male,35-54 years,1,11406,,919577148,8.76731544800982,Generation X
470,Antigua and Barbuda,2004,female,15-24 years,0,7648,,919577148,0.0,Millenials
471,Antigua and Barbuda,2004,female,25-34 years,0,7531,,919577148,0.0,Generation X
472,Antigua and Barbuda,2004,female,35-54 years,0,12492,,919577148,0.0,Generation X
473,Antigua and Barbuda,2004,female,05-14 years,0,8488,,919577148,0.0,Generation Z
474,Antigua and Barbuda,2004,female,55-74 years,0,4088,,919577148,0.0,Boomers
475,Antigua and Barbuda,2004,female,75+ years,0,1590,,919577148,0.0,Silent
476,Antigua and Barbuda,2004,male,15-24 years,0,6968,,919577148,0.0,Millenials
477,Antigua and Barbuda,2004,male,25-34 years,0,6556,,919577148,0.0,Generation X
478,Antigua and Barbuda,2004,male,05-14 years,0,8196,,919577148,0.0,Generation Z
479,Antigua and Barbuda,2004,male,75+ years,0,1094,,919577148,0.0,Silent
480,Antigua and Barbuda,2005,female,15-24 years,0,7780,,1022191296,0.0,Millenials
481,Antigua and Barbuda,2005,female,25-34 years,0,7327,,1022191296,0.0,Generation X
482,Antigua and Barbuda,2005,female,35-54 years,0,12835,,1022191296,0.0,Generation X
483,Antigua and Barbuda,2005,female,05-14 years,0,8584,,1022191296,0.0,Generation Z
484,Antigua and Barbuda,2005,female,55-74 years,0,4157,,1022191296,0.0,Boomers
485,Antigua and Barbuda,2005,female,75+ years,0,1575,,1022191296,0.0,Silent
486,Antigua and Barbuda,2005,male,15-24 years,0,7113,,1022191296,0.0,Millenials
487,Antigua and Barbuda,2005,male,25-34 years,0,6444,,1022191296,0.0,Generation X
488,Antigua and Barbuda,2005,male,35-54 years,0,11778,,1022191296,0.0,Generation X
489,Antigua and Barbuda,2005,male,05-14 years,0,8358,,1022191296,0.0,Generation Z
490,Antigua and Barbuda,2005,male,55-74 years,0,3748,,1022191296,0.0,Boomers
491,Antigua and Barbuda,2005,male,75+ years,0,1110,,1022191296,0.0,Silent
492,Antigua and Barbuda,2006,female,15-24 years,0,7902,,1157005444,0.0,Millenials
493,Antigua and Barbuda,2006,female,25-34 years,0,7098,,1157005444,0.0,Millenials
494,Antigua and Barbuda,2006,female,35-54 years,0,13374,,1157005444,0.0,Generation X
495,Antigua and Barbuda,2006,female,05-14 years,0,8571,,1157005444,0.0,Generation Z
496,Antigua and Barbuda,2006,female,55-74 years,0,4256,,1157005444,0.0,Boomers
497,Antigua and Barbuda,2006,female,75+ years,0,1573,,1157005444,0.0,Silent
498,Antigua and Barbuda,2006,male,15-24 years,0,7239,,1157005444,0.0,Millenials
499,Antigua and Barbuda,2006,male,25-34 years,0,6319,,1157005444,0.0,Millenials
500,Antigua and Barbuda,2006,male,35-54 years,0,12202,,1157005444,0.0,Generation X
501,Antigua and Barbuda,2006,male,05-14 years,0,8485,,1157005444,0.0,Generation Z
502,Antigua and Barbuda,2006,male,55-74 years,0,3847,,1157005444,0.0,Boomers
503,Antigua and Barbuda,2006,male,75+ years,0,1107,,1157005444,0.0,Silent
504,Antigua and Barbuda,2007,male,35-54 years,1,12530,,1311401333,7.980845969672785,Generation X
505,Antigua and Barbuda,2007,female,15-24 years,0,8013,,1311401333,0.0,Millenials
506,Antigua and Barbuda,2007,female,25-34 years,0,6962,,1311401333,0.0,Millenials
507,Antigua and Barbuda,2007,female,35-54 years,0,13860,,1311401333,0.0,Generation X
508,Antigua and Barbuda,2007,female,05-14 years,0,8555,,1311401333,0.0,Generation Z
509,Antigua and Barbuda,2007,female,55-74 years,0,4400,,1311401333,0.0,Boomers
510,Antigua and Barbuda,2007,female,75+ years,0,1568,,1311401333,0.0,Silent
511,Antigua and Barbuda,2007,male,15-24 years,0,7330,,1311401333,0.0,Millenials
512,Antigua and Barbuda,2007,male,25-34 years,0,6267,,1311401333,0.0,Millenials
513,Antigua and Barbuda,2007,male,05-14 years,0,8564,,1311401333,0.0,Generation Z
514,Antigua and Barbuda,2007,male,55-74 years,0,3988,,1311401333,0.0,Boomers
515,Antigua and Barbuda,2007,male,75+ years,0,1094,,1311401333,0.0,Silent
516,Antigua and Barbuda,2008,female,15-24 years,0,8108,,1368431037,0.0,Millenials
517,Antigua and Barbuda,2008,female,25-34 years,0,6910,,1368431037,0.0,Millenials
518,Antigua and Barbuda,2008,female,35-54 years,0,14278,,1368431037,0.0,Generation X
519,Antigua and Barbuda,2008,female,05-14 years,0,8537,,1368431037,0.0,Generation Z
520,Antigua and Barbuda,2008,female,55-74 years,0,4587,,1368431037,0.0,Boomers
521,Antigua and Barbuda,2008,female,75+ years,0,1567,,1368431037,0.0,Silent
522,Antigua and Barbuda,2008,male,15-24 years,0,7404,,1368431037,0.0,Millenials
523,Antigua and Barbuda,2008,male,25-34 years,0,6274,,1368431037,0.0,Millenials
524,Antigua and Barbuda,2008,male,35-54 years,0,12782,,1368431037,0.0,Generation X
525,Antigua and Barbuda,2008,male,05-14 years,0,8599,,1368431037,0.0,Generation Z
526,Antigua and Barbuda,2008,male,55-74 years,0,4158,,1368431037,0.0,Boomers
527,Antigua and Barbuda,2008,male,75+ years,0,1069,,1368431037,0.0,Silent
528,Antigua and Barbuda,2009,female,15-24 years,0,8199,,1224253000,0.0,Millenials
529,Antigua and Barbuda,2009,female,25-34 years,0,6917,,1224253000,0.0,Millenials
530,Antigua and Barbuda,2009,female,35-54 years,0,14629,,1224253000,0.0,Generation X
531,Antigua and Barbuda,2009,female,05-14 years,0,8514,,1224253000,0.0,Generation Z
532,Antigua and Barbuda,2009,female,55-74 years,0,4793,,1224253000,0.0,Boomers
533,Antigua and Barbuda,2009,female,75+ years,0,1571,,1224253000,0.0,Silent
534,Antigua and Barbuda,2009,male,15-24 years,0,7489,,1224253000,0.0,Millenials
535,Antigua and Barbuda,2009,male,25-34 years,0,6325,,1224253000,0.0,Millenials
536,Antigua and Barbuda,2009,male,35-54 years,0,12978,,1224253000,0.0,Generation X
537,Antigua and Barbuda,2009,male,05-14 years,0,8599,,1224253000,0.0,Generation Z
538,Antigua and Barbuda,2009,male,55-74 years,0,4349,,1224253000,0.0,Boomers
539,Antigua and Barbuda,2009,male,75+ years,0,1042,,1224253000,0.0,Silent
540,Antigua and Barbuda,2012,female,15-24 years,0,8435,0.781,1211411704,0.0,Generation Z
541,Antigua and Barbuda,2012,female,25-34 years,0,7215,0.781,1211411704,0.0,Millenials
542,Antigua and Barbuda,2012,female,35-54 years,0,15193,0.781,1211411704,0.0,Generation X
543,Antigua and Barbuda,2012,female,05-14 years,0,8401,0.781,1211411704,0.0,Generation Z
